"","06520011B0023R","06520067C0018R","06520063C0043R","06520105C0017R","06520092C0017R","06520103C0017R","06520001B0023R","06520022C0017R","06520062C0017R","06520046C0018R","06520101B0017R","06520047C0017R","06520024B0014R","06520080B0023R","06520093C0017R","06520070C0018R","06520023C0018R","06520099B0017R","06520015C0016R","06520019C0023R"
"GeneID:101928673",1,7,16,8,17,3,8,1,7,2,2,7,0,0,7,9,4,6,5,3
"GeneID:8456",0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GeneID:102724382",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"GeneID:100874086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100874176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:693170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101926889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GeneID:58487",1361,1202,1931,1391,1021,948,1282,1423,1195,918,2118,1530,1442,1040,1471,1179,764,1728,793,1541
"GeneID:414351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:90784",2,16,13,41,9,3,20,6,8,9,3,7,9,3,4,10,5,2,6,7
"GeneID:51025",1,4,4,1,3,1,2,2,5,2,3,10,7,6,2,4,3,0,2,2
"GeneID:388242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:283171",0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
"GeneID:344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101929759",0,6,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,2
"GeneID:79812",277,109,208,166,2072,504,401,260,117,70,450,232,132,112,450,881,736,166,616,357
"GeneID:29775",26,18,477,24,535,367,183,42,23,128,109,34,55,47,114,331,214,71,327,102
"GeneID:93643",759,603,499,753,558,683,2787,848,689,540,731,598,1120,1214,870,619,495,794,412,612
"GeneID:100874088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:125113",0,24,0,1,139,27,6,120,0,379,5,5,1,0,16,554,1120,18,31,7
"GeneID:100302201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:89944",1276,1325,935,753,86,13,5,1280,1098,308,16,426,233,90,23,184,91,27,21,295
"GeneID:102724731",0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"GeneID:693165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:1040",382,94,1421,232,42,194,33,464,170,349,7,68,26,54,18,121,77,1,15,267
"GeneID:54903",1669,1372,1678,1561,678,1402,1035,2198,1320,3112,757,2087,2392,2238,790,2025,1815,786,705,1062
"GeneID:101928019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:27010",89,40,162,104,132,215,51,116,76,55,200,111,110,71,295,181,180,267,86,133
"GeneID:100132813",0,0,0,0,5,0,0,0,5,1,0,5,0,0,2,1,2,0,0,2
"GeneID:387266",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"GeneID:10313",4534,2724,1744,12379,1178,1972,1501,3351,1734,6120,909,4634,1199,2205,939,6286,9820,639,790,5275
"GeneID:145942",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:400823",0,0,1,0,46,0,12,0,0,5,16,3,1,0,78,10,16,194,6,1
"GeneID:102725110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:9076",137,24875,2452,27,512,3595,197,35,123,4,16,11,4,27,51,7046,30,49,227,89
"GeneID:253573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:653505",3,7,2,0,1,10,1,0,1,6,1,5,0,0,0,2,0,0,0,8
"GeneID:81034",573,418,394,455,721,644,2147,292,898,683,571,571,466,1261,586,787,621,722,483,845
"GeneID:23191",3312,5026,5114,6551,8018,13088,9753,5092,4903,607,4964,4173,7071,3912,7153,5299,4773,3394,5631,7520
"GeneID:91120",1169,730,390,2066,580,1593,296,595,988,1768,542,783,1967,205,426,331,474,643,1713,474
"GeneID:728763",2,2,8,1,3,0,0,8,51,4,0,1,4,0,5,0,0,0,2,6
"GeneID:102724660",59,23,63,116,36,26,30,34,122,85,107,100,47,81,12,47,16,18,45,16
"GeneID:3846",61,5,32,31,3,67,6,111,55,6,0,9,3,0,7,22,7,47,0,8
"GeneID:8287",25453,47960,21675,2,11203,18414,3876,20381,23736,5,31,22199,7,20690,2,19552,20959,44243,16016,27705
"GeneID:1495",11772,13540,10976,12697,10384,12878,5470,11283,8636,2760,6846,6554,7670,6283,6268,12300,5582,3716,10597,8857
"GeneID:100313830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100169956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:3081",13,7,33,33,11846,51,3,15,31,83,31,3,11,16,28,13,25,20,14,13
"GeneID:729506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100126330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"GeneID:643802",0,0,0,5,0,2,2,0,0,0,0,3,0,0,12,0,0,0,0,0
"GeneID:57699",117,494,1810,267,827,155,89,149,356,68,213,152,38,62,527,279,552,418,320,182
"GeneID:440993",3,3,15,23,17,19,12,8,7,6,0,12,29,0,13,16,13,24,7,7
"GeneID:574460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:9630",1942,20,16,21,105,38,16,182,66,20,173,240,13,39,297,71,83,265,47,68
"GeneID:101929183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:56254",5087,3241,3704,4718,2644,3409,4190,4087,3183,6309,2726,4320,3297,3936,3279,4156,5791,3889,2258,4161
"GeneID:4322",1891,63,2,17,3,363,881,205,432,4,4,1177,0,445,0,2,53,0,35378,13
"GeneID:54476",1995,1911,3105,2447,2268,2696,4635,2184,2777,1910,2851,4009,2598,4881,3396,3205,2730,4101,2156,3148
"GeneID:84321",11,17,21,17,8,13,10,15,21,30,24,34,30,26,21,8,3,34,18,9
"GeneID:55231",44,6,28,18,11,27,16,23,9,125,14,12,15,18,1,32,45,5,10,54
"GeneID:400797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:5676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"GeneID:100874155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:9343",6597,4333,4064,6180,3978,6056,5145,5982,4312,8473,4700,4218,8194,6603,5210,5822,6636,5012,2595,4431
"GeneID:101927297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:124411",317,185,288,238,213,278,171,236,154,198,461,219,102,147,305,230,334,466,401,231
"GeneID:9825",190,295,143,174,145,493,293,180,176,362,193,196,240,202,214,271,236,231,111,334
"GeneID:85452",13,13,2,14,225,15,34,79,37,1,5,6,5,4,1,1,21,2,12,14
"GeneID:101927137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:151742",707,533,186,690,188,165,293,252,579,1070,258,446,237,235,122,153,414,180,117,485
"GeneID:84451",13,23,721,99,43,259,14,16,71,1473,623,941,4,12,165,213,266,216,26,444
"GeneID:7284",7061,8082,5061,4752,6090,6889,4706,7797,5471,5432,4628,7947,6363,4189,5208,4139,8260,4573,3419,3811
"GeneID:100616275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:2633",1413,1787,2475,522,4771,3454,1241,4355,1341,708,6358,1921,10220,1071,18812,5289,1443,6075,3176,4318
"GeneID:260341",0,0,1,3,3,0,1,0,0,41,0,3,0,0,0,43,50,0,1,6
"GeneID:100873990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:79736",346,196,264,296,238,212,233,275,307,322,285,248,376,152,272,278,238,301,143,193
"GeneID:3809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:246100",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GeneID:5106",138,161,593,125,226,1391,1196,555,259,394,655,140,447,1075,797,269,487,1014,161,600
"GeneID:2661",149,110,71,158,16,16,16,244,88,124,9,276,32,136,34,128,77,43,13,148
"GeneID:101929406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:2001",0,0,263,0,0,4,0,2,3,4,0,0,0,0,0,0,0,0,0,6
"GeneID:4733",2480,1730,1674,1772,1117,2337,2180,1759,1607,1976,1364,1764,3344,1533,1315,1674,1891,1702,937,1856
"GeneID:100033425",0,33,1,11,2,0,1,0,6,9,0,1,8,0,0,8,1,0,8,39
"GeneID:1727",3492,3663,2210,3238,4340,5498,4589,3926,2974,2603,3310,2049,2991,2481,3762,5117,10111,1654,5829,3180
"GeneID:100126313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:352887",0,0,0,1,0,22,0,0,0,0,0,1,0,2,0,2,2,0,0,2
"GeneID:503519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102724553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100170227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:253190",60,34,4655,167,48,299,18,28,51,6,15,4,28,7,45,67,40,53,24,32
"GeneID:152302",13,23,9,35,26,35,36,21,12,21,31,17,18,20,36,35,23,17,20,32
"GeneID:51629",1076,1074,837,700,1655,2133,2276,1503,998,3684,1363,1091,1439,1209,1486,1758,1866,1473,890,1475
"GeneID:7681",629,1,8,1528,0,354,307,488,22,562,32,104,1440,13,30,151,151,332,94,209
"GeneID:147429",0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"GeneID:101060778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101930526",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:22864",14523,14274,5846,5026,3795,5465,4237,12313,10436,7832,4873,4274,5172,5959,4417,8556,5758,4887,5026,9098
"GeneID:1327",2066,2754,1529,1808,2206,2965,891,2707,1143,635,2069,2668,1591,1543,2891,1609,3545,2776,1198,1693
"GeneID:11099",367,332,1989,297,1157,1865,1439,498,594,4377,465,2114,2078,1007,543,3785,2562,302,2072,2251
"GeneID:653252",0,0,0,2,2,0,0,4,0,0,0,5,1,0,0,1,5,0,8,1
"GeneID:9196",1169,398,244,495,81,76,332,1041,40,296,76,652,438,598,91,213,142,164,64,101
"GeneID:6494",472,468,539,452,1488,1092,1411,554,328,355,2166,298,369,224,2968,1623,854,4064,982,834
"GeneID:1641",93,545,2,836,0,12,3,1532,8,2977,0,14833,3331,4,13,3702,1771,1,140,3530
"GeneID:693234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102724443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:64651",429,251,167,318,418,931,299,359,869,153,541,244,60,202,821,3085,287,504,1078,2235
"GeneID:153364",314,379,182,224,70,64,182,144,485,231,79,412,94,133,106,166,253,213,80,141
"GeneID:801",2745,15630,1597,5742,4214,4639,3125,2667,1585,7789,2889,6705,1813,2046,3394,5152,13825,2334,4918,6384
"GeneID:100422845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100287513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:26278",13017,4635,9618,34112,6086,2765,11468,3895,55901,11536,6885,19764,19156,6740,6752,14606,12927,9579,7495,28372
"GeneID:23428",837,1590,326,92,156,578,1653,3081,511,217,340,213,112,485,401,678,244,44,704,383
"GeneID:100873989",0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0
"GeneID:9669",8411,7220,7048,6413,6481,6933,7309,5609,7775,6578,6393,10123,7664,13451,6124,5439,4531,7491,4627,7596
"GeneID:7275",266,926,895,1913,91,347,265,160,1754,11301,84,2211,550,717,76,2337,6127,89,391,3774
"GeneID:100506492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102725369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100132967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:58485",1875,1071,942,1108,1143,2325,3377,1325,1044,2131,2541,1198,1167,1573,2381,1525,2845,2306,1196,882
"GeneID:594842",0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,0
"GeneID:55623",1123,806,719,828,549,929,741,763,923,987,756,849,846,470,755,777,741,857,527,881
"GeneID:65981",1586,1939,3802,3567,1729,2167,2021,1851,3431,4693,2188,3626,1719,1958,1696,4664,3981,2846,2654,6215
"GeneID:101927342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:84458",1535,736,1477,768,753,924,430,1157,1168,2455,1211,1990,1008,794,1287,2093,1381,2020,774,2001
"GeneID:728643",0,0,0,1,0,9,0,0,7,0,0,0,3,0,0,2,2,2,0,0
"GeneID:26584",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,84,5,0,0,1
"GeneID:3815",16088,7676,174,692,704,6024,117,3436,4746,623,812,742,433,1752,769,763,449,433,405,2478
"GeneID:1559",0,5,33,0,1719,2,0,3,10,16,2,2,1,4,12,5,6,25,0,38
"GeneID:102725041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102724779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102723838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100509457",39,336,11,28,140,566,96,447,238,233,7066,186,172,96,14843,107,722,6089,12,2858
"GeneID:128367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:139324",206,128,35,641,268,202,167,164,281,496,163,1535,378,766,145,438,376,85,191,439
"GeneID:401040",1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101927241",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"GeneID:1717",654,39,516,600,787,1745,124,499,414,541,640,727,578,491,205,856,1991,154,153,673
"GeneID:27032",16701,8827,14264,9985,8683,12929,11259,12171,12006,17855,10132,10365,9571,13770,8638,14125,23374,12409,8402,13602
"GeneID:10120",641,1088,1189,811,892,1574,1457,1322,1140,1092,1159,1510,811,1667,1289,1214,1847,1557,841,1322
"GeneID:4913",153,214,160,90,74,152,77,188,186,138,90,199,114,63,176,145,211,76,75,59
"GeneID:100113392",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:117248",32,10,40,106,40,31,157,50,11,34,73,124,30,36,148,305,42,30,312,217
"GeneID:256355",6,13,8,2,2,25,27,3,3,51,12,54,35,36,15,42,37,18,10,11
"GeneID:645426",0,0,3,0,1,0,0,0,0,1,2,3,0,0,0,3,1,0,0,6
"GeneID:100996249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:6591",464,816,288,89,1907,526,11658,642,2105,52,1798,251,3728,5882,517,603,467,186,4709,426
"GeneID:1837",4080,91,8255,9674,251,1054,503,62,2278,5899,527,12589,1374,3493,411,4036,4529,408,645,4176
"GeneID:5901",5382,4609,2955,3372,1902,4316,4371,2888,3033,3002,2545,3758,4082,4024,3022,2724,2921,2722,1497,3030
"GeneID:23770",1885,1332,1226,974,1137,1603,937,2004,1153,3049,1721,1193,1057,659,1931,2043,3330,1910,1115,1729
"GeneID:100507423",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"GeneID:645682",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"GeneID:80219",468,318,202,345,379,515,373,303,229,599,407,276,168,292,487,470,407,656,290,697
"GeneID:128178",52,338,383,29,172,909,36,324,18,14,110,28,29,76,161,66,69,71,183,93
"GeneID:23555",218,154,206,133,735,603,436,148,159,235,543,224,530,618,404,1390,261,251,327,353
"GeneID:158471",13,82,649,1310,393,263,5636,85,13041,2787,78,3020,1134,2467,172,11972,22423,407,945,25766
"GeneID:26226",138,63,221,134,116,134,52,154,463,76,161,151,136,58,151,169,118,197,107,237
"GeneID:5368",0,0,6,103,0,4,0,0,1,0,4,31,1,4,8,4,36,4,2,30
"GeneID:4571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:100506599",4,18,16,2,3,1,2,12,3,4,1,3,0,0,0,1,2,2,0,1
"GeneID:10938",588,528,1073,357,624,1348,1453,510,590,910,2287,614,429,1858,3707,933,908,3336,716,1103
"GeneID:121457",543,420,639,514,697,595,1272,191,378,361,556,362,598,426,319,349,231,205,591,403
"GeneID:22976",1245,954,1140,1240,959,1465,1519,1199,1211,2090,891,2183,2330,1611,1134,1061,643,1280,949,753
"GeneID:332",755,275,218,373,115,368,422,434,72,517,287,955,1246,1299,288,41,16,168,139,22
"GeneID:102725466",4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
"GeneID:100422877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:6975",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:26863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:90655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"GeneID:692209",13,23,15,4,2,4,8,6,36,17,7,20,19,23,8,7,5,29,1,38
"GeneID:728621",321,223,1095,413,73,54,139,631,336,998,169,92,41,85,121,266,227,252,110,274
"GeneID:79730",535,491,456,1400,14,283,5,891,74,58,72,46,531,193,58,145,47,72,14,220
"GeneID:65122",0,12,60,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
"GeneID:6261",2916,1478,1912,1445,694,1249,3775,2650,2635,1968,798,1213,264940,356,1680,4812,2384,3063,8090,1704
"GeneID:27130",3093,2571,3061,4875,2410,2424,3568,3967,3624,3076,2223,2997,4373,2044,2557,3502,3013,4001,2120,3392
"GeneID:56121",222,2752,454,2064,568,301,468,561,824,687,334,1307,500,175,209,1244,2512,38,693,1961
"GeneID:2063",67,87,437,216,253,567,249,102,260,391,207,141,232,114,132,239,293,70,242,280
"GeneID:945",17,9,57,23,51,251,104,65,11,12,207,27,37,14,268,136,77,40,64,178
"GeneID:387032",312,373,308,389,294,317,249,392,281,350,255,365,462,211,311,296,408,378,268,203
"GeneID:768206",161,393,56,13,194,173,318,475,1274,2140,223,1129,368,82,280,782,1644,215,292,486
"GeneID:137970",114,3,801,12,1058,1,1,30,55,3680,0,96,578,45,1,626,1313,0,22,3614
"GeneID:22846",289,433,431,495,1767,653,696,399,647,270,804,586,345,117,508,642,1056,531,755,705
"GeneID:65268",1136,1775,10789,2339,16,919,5,1525,7368,674,107,4602,388,342,214,1871,763,511,86,9488
"GeneID:27164",0,0,337,1332,0,1,1,2,77,1,2,11,908,0,0,2,0,0,1,0
"GeneID:101928119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:9524",4091,7841,1886,1317,2488,2856,2987,8056,2147,2277,1911,1240,3799,5197,2281,1931,1827,1732,1549,1504
"GeneID:55627",777,793,1207,873,687,1027,953,803,782,1541,802,1283,1414,829,897,993,995,762,656,848
"GeneID:392",1216,1402,1474,884,2084,2865,2671,1616,1265,1868,2337,1056,1206,1180,2192,2762,4937,1467,3277,1930
"GeneID:101927220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:6009",577,483,780,1118,677,860,894,399,382,1467,463,1143,331,1335,539,750,741,609,543,898
"GeneID:692099",929,832,672,842,520,1720,591,618,931,628,200,589,822,156,464,778,717,621,499,397
"GeneID:27004",0,0,0,0,0,8,0,0,1,1,20,0,0,0,20,0,0,48,1,0
"GeneID:9437",0,9,51,2,11,1018,6,154,4,12,37,1,10,0,127,10,26,47,8,22
"GeneID:57533",4227,3494,3551,4758,1973,2846,2410,4377,2854,5850,5327,4357,4239,2423,5258,4860,4288,5616,2243,5486
"GeneID:94023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:5885",11491,6667,6906,7911,4478,8508,12979,7022,5973,10776,5684,4777,10097,10091,5886,5595,6645,6076,3447,5446
"GeneID:143379",23,0,0,4,0,146,1,6,0,76,0,2,0,0,0,215,13,2,3,61
"GeneID:100616415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:1816",0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1
"GeneID:3161",2501,482,981,209,337,764,397,1597,148,905,706,1222,863,1461,639,122,78,486,353,56
"GeneID:440567",220,181,300,156,134,142,58,181,286,188,149,301,164,412,76,123,215,165,78,148
"GeneID:102724954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:8861",3093,4394,3320,1439,2371,2658,2571,3533,5330,4418,3226,4725,1806,1891,3503,3741,3457,4386,2229,3045
"GeneID:147011",158,101,111,83,57,120,74,172,39,130,91,194,69,1,95,101,51,83,23,43
"GeneID:8854",53,23,58635,22,493,80,29,68,50,52,10,72,140,27,169,725,184,69,73,162
"GeneID:146923",557,385,616,663,606,772,448,591,256,2208,654,391,734,451,981,938,1215,1322,287,920
"GeneID:5925",8513,6264,6545,6761,5881,5974,4612,4844,3791,5275,7374,4818,6631,2598,7129,6634,4907,7934,4951,6753
"GeneID:101060588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101927283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:55092",44,20,179,167,170,624,281,48,53,125,438,112,139,195,191,120,247,104,64,329
"GeneID:23075",1163,871,1718,3055,3089,4977,2571,1560,1677,2354,2453,1309,509,1661,3907,4012,3130,4797,1797,4639
"GeneID:101928281",0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"GeneID:728090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:388591",102,172,355,153,283,68,18,345,426,50,232,189,25,31,222,196,151,198,143,170
"GeneID:7006",61,61,1450,112,211,457,261,53,2825,111,211,28,129,325,380,408,115,401,195,433
"GeneID:9781",143,341,465,204,308,157,795,146,358,446,152,717,180,968,175,531,278,322,921,653
"GeneID:22865",605,2,1,2606,0,2,0,0,35,0,0,1389,17,0,0,1,18,0,16,306
"GeneID:10798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:137362",38,149,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,1,0
"GeneID:102724224",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102466659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:54996",26,42,324,280,552,181,60,56,507,59,222,121,216,96,236,457,313,475,281,212
"GeneID:145249",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"GeneID:126074",45,37,34,23,29,24,54,76,43,24,71,6,37,26,67,21,30,96,19,23
"GeneID:55837",2018,1174,1113,989,613,1253,689,1544,1144,1171,685,725,641,1190,902,996,1188,891,683,716
"GeneID:81932",29,17,33,34,18,37,4,26,22,36,32,28,28,11,36,28,25,68,21,28
"GeneID:406945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101928407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:101929385",1,6,18,32,43,31,11,6,26,63,55,55,7,4,84,64,62,64,24,84
"GeneID:113220",3,6,198,6,8,391,0,46,69,28,0,5,0,15,11,8,1,3,4,50
"GeneID:1356",10,69,304,390,5524,295,67,125,4917,178,561,148,71,0,2016,244,391,730,158,167
"GeneID:84612",401,2917,1343,324,67,590,28,2164,206,571,117,299,107,298,161,188,142,186,56,221
"GeneID:162605",5,69,0,0,0,0,0,213,16,0,0,0,0,0,0,0,0,0,0,0
"GeneID:64963",555,556,318,514,432,515,588,489,234,523,574,433,686,377,449,407,451,482,375,432
"GeneID:10673",97,92,92,69,391,688,149,169,94,99,512,122,157,28,906,195,239,458,112,436
"GeneID:693140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:152065",1,2,89,25,0,0,2,0,9,17,0,10,0,0,0,0,2,1,1,3
"GeneID:55314",28,30,196,167,288,781,275,54,61,12,230,392,51,17,126,650,70,69,149,218
"GeneID:116349",19,38,27,29,10,11,21,42,14,22,5,45,21,11,11,12,33,14,7,18
"GeneID:4033",55,59,237,128,581,518,250,153,66,112,1127,77,117,993,2988,305,444,5005,136,307
"GeneID:7090",2933,4066,725,1068,947,2685,378,2574,1381,109,1573,964,3849,871,2739,1377,1501,2988,1433,1397
"GeneID:119694",0,0,54,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"GeneID:286753",1,0,0,0,0,0,14,0,31,0,0,0,0,0,2,3,0,0,2,0
"GeneID:90379",505,558,505,697,415,762,563,732,560,1067,906,468,831,643,1049,646,823,1150,437,550
"GeneID:400748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102465480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:102723910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeneID:9834",0,0,1,3,37,5,0,1,0,4,142,0,1,0,403,3,47,463,3,6
"GeneID:283710",0,2,2,2,105,3,11,1,0,4,112,1,0,0,157,0,7,103,6,1
"GeneID:1195",8702,4791,8522,6739,5206,5598,3546,7488,7623,11503,6781,8261,6769,3799,6782,11765,4377,10643,6422,10036
"GeneID:286343",24,28,1696,93,236,129,90,206,282,170,114,1059,43,22,129,651,876,73,379,709
"GeneID:158511",0,0,5,53,5,535,0,0,0,5,19,34,4,2097,10,0,1,3,0,0
"GeneID:342933",5,1,1,1,8,71,0,0,0,0,0,0,1,0,2,3,2,1,1,0
"GeneID:79101",2729,1115,2627,1038,1265,1141,4241,1509,3763,644,1562,1951,2250,975,1227,965,587,1606,879,2159
"GeneID:26747",448,506,371,303,233,453,389,363,528,591,164,391,366,739,231,313,320,206,181,319
